VT,15987.173076923076
DC,14641.473684210527
RI,14557.653846153846
PA,14014.951948051948
NE,13981.222222222223
MA,13758.824022346369
WI,13606.193693693695
IA,13484.880952380952
OR,13330.21511627907
MN,13309.986666666666
VA,12903.118012422361
NH,12847.98717948718
SD,12836.5
ME,12740.8
IN,12694.673076923076
AL,12614.37037037037
MO,12344.280898876405
OH,12268.496960486322
MI,12156.953551912567
SC,12149.466666666667
NY,12036.269754768393
MD,12011.505555555555
CT,11967.970238095239
FL,11853.362994350282
WA,11711.597345132743
CO,11652.958333333334
IL,11620.275735294117
NC,11563.205714285714
TN,11554.55806451613
KY,11482.661616161617
ND,11450.38
ID,11378.089743589744
GA,11341.20652173913
MT,11237.354166666666
CA,11186.795857988165
KS,10931.939393939394
LA,10876.308080808081
NJ,10835.28523489933
UT,10805.551470588236
DE,10716.861111111111
MS,10712.696078431372
NV,10692.07142857143
OK,10671.617647058823
AZ,10384.138211382115
TX,10304.170212765957
AK,10280.777777777777
NM,10199.684782608696
AR,9811.40625
WV,9760.36607142857
HI,9152.173913043478
WY,8243.863636363636
VI,7307.5
PR,5666.9921875
MP,2000.0
